# RFC1213-MIB list of identifiers (generated by smidump 0.4.5)

# WARNING: this output may be incorrect due to significant parse errors

RFC1213-MIB DisplayString           type        
RFC1213-MIB PhysAddress             type        
ENTITY-MIB entAliasMappingTable       table        1.3.6.1.2.1.47.1.3.2
ENTITY-MIB entAliasMappingEntry       row          1.3.6.1.2.1.47.1.3.2.1
ENTITY-MIB entAliasLogicalIndexOrZero column       1.3.6.1.2.1.47.1.3.2.1.1
ENTITY-MIB entAliasMappingIdentifier  column       1.3.6.1.2.1.47.1.3.2.1.2
ENTITY-MIB entPhysicalContainsTable   table        1.3.6.1.2.1.47.1.3.3
ENTITY-MIB entPhysicalContainsEntry   row          1.3.6.1.2.1.47.1.3.3.1
ENTITY-MIB entPhysicalChildIndex      column       1.3.6.1.2.1.47.1.3.3.1.1
ENTITY-MIB entityGeneral              node         1.3.6.1.2.1.47.1.4
ENTITY-MIB entLastChangeTime          scalar       1.3.6.1.2.1.47.1.4.1
ENTITY-MIB entityMIBTraps             node         1.3.6.1.2.1.47.2
ENTITY-MIB entityMIBTrapPrefix        node         1.3.6.1.2.1.47.2.0
ENTITY-MIB entConfigChange            notification 1.3.6.1.2.1.47.2.0.1
ENTITY-MIB entityConformance          node         1.3.6.1.2.1.47.3
ENTITY-MIB entityCompliances          node         1.3.6.1.2.1.47.3.1
ENTITY-MIB entityGroups               node         1.3.6.1.2.1.47.3.2
# EtherLike-MIB list of identifiers (generated by smidump 0.4.5)

EtherLike-MIB dot3                                 node         1.3.6.1.2.1.10.7
EtherLike-MIB dot3StatsTable                       table        1.3.6.1.2.1.10.7.2
EtherLike-MIB dot3StatsEntry                       row          1.3.6.1.2.1.10.7.2.1
EtherLike-MIB dot3StatsIndex                       column       1.3.6.1.2.1.10.7.2.1.1
EtherLike-MIB dot3StatsAlignmentErrors             column       1.3.6.1.2.1.10.7.2.1.2
EtherLike-MIB dot3StatsFCSErrors                   column       1.3.6.1.2.1.10.7.2.1.3
EtherLike-MIB dot3StatsSingleCollisionFrames       column       1.3.6.1.2.1.10.7.2.1.4
EtherLike-MIB dot3StatsMultipleCollisionFrames     column       1.3.6.1.2.1.10.7.2.1.5
EtherLike-MIB dot3StatsSQETestErrors               column       1.3.6.1.2.1.10.7.2.1.6
EtherLike-MIB dot3StatsDeferredTransmissions       column       1.3.6.1.2.1.10.7.2.1.7
EtherLike-MIB dot3StatsLateCollisions              column       1.3.6.1.2.1.10.7.2.1.8
EtherLike-MIB dot3StatsExcessiveCollisions         column       1.3.6.1.2.1.10.7.2.1.9
EtherLike-MIB dot3StatsInternalMacTransmitErrors   column       1.3.6.1.2.1.10.7.2.1.10
EtherLike-MIB dot3StatsCarrierSenseErrors          column       1.3.6.1.2.1.10.7.2.1.11
EtherLike-MIB dot3StatsFrameTooLongs               column       1.3.6.1.2.1.10.7.2.1.13
EtherLike-MIB dot3StatsInternalMacReceiveErrors    column       1.3.6.1.2.1.10.7.2.1.16
EtherLike-MIB dot3StatsEtherChipSet                column       1.3.6.1.2.1.10.7.2.1.17
EtherLike-MIB dot3StatsSymbolErrors                column       1.3.6.1.2.1.10.7.2.1.18
EtherLike-MIB dot3StatsDuplexStatus                column       1.3.6.1.2.1.10.7.2.1.19
EtherLike-MIB dot3StatsRateControlAbility          column       1.3.6.1.2.1.10.7.2.1.20
EtherLike-MIB dot3StatsRateControlStatus           column       1.3.6.1.2.1.10.7.2.1.21
EtherLike-MIB dot3CollTable                        table        1.3.6.1.2.1.10.7.5
EtherLike-MIB dot3CollEntry                        row          1.3.6.1.2.1.10.7.5.1
EtherLike-MIB dot3CollCount                        column       1.3.6.1.2.1.10.7.5.1.2
EtherLike-MIB dot3CollFrequencies                  column       1.3.6.1.2.1.10.7.5.1.3
EtherLike-MIB dot3Tests                            node         1.3.6.1.2.1.10.7.6
EtherLike-MIB dot3TestTdr                          node         1.3.6.1.2.1.10.7.6.1
EtherLike-MIB dot3TestLoopBack                     node         1.3.6.1.2.1.10.7.6.2
EtherLike-MIB dot3Errors                           node         1.3.6.1.2.1.10.7.7
EtherLike-MIB dot3ErrorInitError                   node         1.3.6.1.2.1.10.7.7.1
EtherLike-MIB dot3ErrorLoopbackError               node         1.3.6.1.2.1.10.7.7.2
EtherLike-MIB dot3ControlTable                     table        1.3.6.1.2.1.10.7.9
EtherLike-MIB dot3ControlEntry                     row          1.3.6.1.2.1.10.7.9.1
EtherLike-MIB dot3ControlFunctionsSupported        column       1.3.6.1.2.1.10.7.9.1.1
EtherLike-MIB dot3ControlInUnknownOpcodes          column       1.3.6.1.2.1.10.7.9.1.2
EtherLike-MIB dot3HCControlInUnknownOpcodes        column       1.3.6.1.2.1.10.7.9.1.3
EtherLike-MIB dot3PauseTable                       table        1.3.6.1.2.1.10.7.10
EtherLike-MIB dot3PauseEntry                       row          1.3.6.1.2.1.10.7.10.1
EtherLike-MIB dot3PauseAdminMode                   column       1.3.6.1.2.1.10.7.10.1.1
EtherLike-MIB dot3PauseOperMode                    column       1.3.6.1.2.1.10.7.10.1.2
EtherLike-MIB dot3InPauseFrames                    column       1.3.6.1.2.1.10.7.10.1.3
EtherLike-MIB dot3OutPauseFrames                   column       1.3.6.1.2.1.10.7.10.1.4
EtherLike-MIB dot3HCInPauseFrames                  column       1.3.6.1.2.1.10.7.10.1.5
EtherLike-MIB dot3HCOutPauseFrames                 column       1.3.6.1.2.1.10.7.10.1.6
EtherLike-MIB dot3HCStatsTable                     table        1.3.6.1.2.1.10.7.11
EtherLike-MIB dot3HCStatsEntry                     row          1.3.6.1.2.1.10.7.11.1
EtherLike-MIB dot3HCStatsAlignmentErrors           column       1.3.6.1.2.1.10.7.11.1.1
EtherLike-MIB dot3HCStatsFCSErrors                 column       1.3.6.1.2.1.10.7.11.1.2
EtherLike-MIB dot3HCStatsInternalMacTransmitErrors column       1.3.6.1.2.1.10.7.11.1.3
EtherLike-MIB dot3HCStatsFrameTooLongs             column       1.3.6.1.2.1.10.7.11.1.4
EtherLike-MIB dot3HCStatsInternalMacReceiveErrors  column       1.3.6.1.2.1.10.7.11.1.5
EtherLike-MIB dot3HCStatsSymbolErrors              column       1.3.6.1.2.1.10.7.11.1.6
EtherLike-MIB etherMIB                             node         1.3.6.1.2.1.35
EtherLike-MIB etherMIBObjects                      node         1.3.6.1.2.1.35.1
EtherLike-MIB etherConformance                     node         1.3.6.1.2.1.35.2
EtherLike-MIB etherGroups                          node         1.3.6.1.2.1.35.2.1
EtherLike-MIB etherCompliances                     node         1.3.6.1.2.1.35.2.2
# MAU-MIB list of identifiers (generated by smidump 0.4.5)

MAU-MIB JackType                          type        
MAU-MIB snmpDot3MauMgt                    node         1.3.6.1.2.1.26
MAU-MIB snmpDot3MauTraps                  node         1.3.6.1.2.1.26.0
MAU-MIB rpMauJabberTrap                   notification 1.3.6.1.2.1.26.0.1
MAU-MIB ifMauJabberTrap                   notification 1.3.6.1.2.1.26.0.2
MAU-MIB dot3RpMauBasicGroup               node         1.3.6.1.2.1.26.1
MAU-MIB rpMauTable                        table        1.3.6.1.2.1.26.1.1
MAU-MIB rpMauEntry                        row          1.3.6.1.2.1.26.1.1.1
MAU-MIB rpMauGroupIndex                   column       1.3.6.1.2.1.26.1.1.1.1
MAU-MIB rpMauPortIndex                    column       1.3.6.1.2.1.26.1.1.1.2
MAU-MIB rpMauIndex                        column       1.3.6.1.2.1.26.1.1.1.3
MAU-MIB rpMauType                         column       1.3.6.1.2.1.26.1.1.1.4
MAU-MIB rpMauStatus                       column       1.3.6.1.2.1.26.1.1.1.5
MAU-MIB rpMauMediaAvailable               column       1.3.6.1.2.1.26.1.1.1.6
MAU-MIB rpMauMediaAvailableStateExits     column       1.3.6.1.2.1.26.1.1.1.7
MAU-MIB rpMauJabberState                  column       1.3.6.1.2.1.26.1.1.1.8
MAU-MIB rpMauJabberingStateEnters         column       1.3.6.1.2.1.26.1.1.1.9
MAU-MIB rpMauFalseCarriers                column       1.3.6.1.2.1.26.1.1.1.10
MAU-MIB rpJackTable                       table        1.3.6.1.2.1.26.1.2
MAU-MIB rpJackEntry                       row          1.3.6.1.2.1.26.1.2.1
MAU-MIB rpJackIndex                       column       1.3.6.1.2.1.26.1.2.1.1
MAU-MIB rpJackType                        column       1.3.6.1.2.1.26.1.2.1.2
MAU-MIB dot3IfMauBasicGroup               node         1.3.6.1.2.1.26.2
MAU-MIB ifMauTable                        table        1.3.6.1.2.1.26.2.1
MAU-MIB ifMauEntry                        row          1.3.6.1.2.1.26.2.1.1
MAU-MIB ifMauIfIndex                      column       1.3.6.1.2.1.26.2.1.1.1
MAU-MIB ifMauIndex                        column       1.3.6.1.2.1.26.2.1.1.2
MAU-MIB ifMauType                         column       1.3.6.1.2.1.26.2.1.1.3
MAU-MIB ifMauStatus                       column       1.3.6.1.2.1.26.2.1.1.4
MAU-MIB ifMauMediaAvailable               column       1.3.6.1.2.1.26.2.1.1.5
MAU-MIB ifMauMediaAvailableStateExits     column       1.3.6.1.2.1.26.2.1.1.6
MAU-MIB ifMauJabberState                  column       1.3.6.1.2.1.26.2.1.1.7
MAU-MIB ifMauJabberingStateEnters         column       1.3.6.1.2.1.26.2.1.1.8
MAU-MIB ifMauFalseCarriers                column       1.3.6.1.2.1.26.2.1.1.9
MAU-MIB ifMauTypeList                     column       1.3.6.1.2.1.26.2.1.1.10
MAU-MIB ifMauDefaultType                  column       1.3.6.1.2.1.26.2.1.1.11
MAU-MIB ifMauAutoNegSupported             column       1.3.6.1.2.1.26.2.1.1.12
MAU-MIB ifMauTypeListBits                 column       1.3.6.1.2.1.26.2.1.1.13
MAU-MIB ifMauHCFalseCarriers              column       1.3.6.1.2.1.26.2.1.1.14
MAU-MIB ifJackTable                       table        1.3.6.1.2.1.26.2.2
MAU-MIB ifJackEntry                       row          1.3.6.1.2.1.26.2.2.1
MAU-MIB ifJackIndex                       column       1.3.6.1.2.1.26.2.2.1.1
MAU-MIB ifJackType                        column       1.3.6.1.2.1.26.2.2.1.2
MAU-MIB dot3BroadMauBasicGroup            node         1.3.6.1.2.1.26.3
MAU-MIB broadMauBasicTable                table        1.3.6.1.2.1.26.3.1
MAU-MIB broadMauBasicEntry                row          1.3.6.1.2.1.26.3.1.1
MAU-MIB broadMauIfIndex                   column       1.3.6.1.2.1.26.3.1.1.1
MAU-MIB broadMauIndex                     column       1.3.6.1.2.1.26.3.1.1.2
MAU-MIB broadMauXmtRcvSplitType           column       1.3.6.1.2.1.26.3.1.1.3
MAU-MIB broadMauXmtCarrierFreq            column       1.3.6.1.2.1.26.3.1.1.4
MAU-MIB broadMauTranslationFreq           column       1.3.6.1.2.1.26.3.1.1.5
MAU-MIB dot3MauType                       node         1.3.6.1.2.1.26.4
MAU-MIB dot3MauTypeAUI                    node         1.3.6.1.2.1.26.4.1
MAU-MIB dot3MauType10Base5                node         1.3.6.1.2.1.26.4.2
MAU-MIB dot3MauTypeFoirl                  node         1.3.6.1.2.1.26.4.3
MAU-MIB dot3MauType10Base2                node         1.3.6.1.2.1.26.4.4
MAU-MIB dot3MauType10BaseT                node         1.3.6.1.2.1.26.4.5
MAU-MIB dot3MauType10BaseFP               node         1.3.6.1.2.1.26.4.6
MAU-MIB dot3MauType10BaseFB               node         1.3.6.1.2.1.26.4.7
MAU-MIB dot3MauType10BaseFL               node         1.3.6.1.2.1.26.4.8
MAU-MIB dot3MauType10Broad36              node         1.3.6.1.2.1.26.4.9
MAU-MIB dot3MauType10BaseTHD              node         1.3.6.1.2.1.26.4.10
MAU-MIB dot3MauType10BaseTFD              node         1.3.6.1.2.1.26.4.11
MAU-MIB dot3MauType10BaseFLHD             node         1.3.6.1.2.1.26.4.12
MAU-MIB dot3MauType10BaseFLFD             node         1.3.6.1.2.1.26.4.13
MAU-MIB dot3MauType100BaseT4              node         1.3.6.1.2.1.26.4.14
MAU-MIB dot3MauType100BaseTXHD            node         1.3.6.1.2.1.26.4.15
MAU-MIB dot3MauType100BaseTXFD            node         1.3.6.1.2.1.26.4.16
MAU-MIB dot3MauType100BaseFXHD            node         1.3.6.1.2.1.26.4.17
MAU-MIB dot3MauType100BaseFXFD            node         1.3.6.1.2.1.26.4.18
MAU-MIB dot3MauType100BaseT2HD            node         1.3.6.1.2.1.26.4.19
MAU-MIB dot3MauType100BaseT2FD            node         1.3.6.1.2.1.26.4.20
MAU-MIB dot3MauType1000BaseXHD            node         1.3.6.1.2.1.26.4.21
MAU-MIB dot3MauType1000BaseXFD            node         1.3.6.1.2.1.26.4.22
MAU-MIB dot3MauType1000BaseLXHD           node         1.3.6.1.2.1.26.4.23
MAU-MIB dot3MauType1000BaseLXFD           node         1.3.6.1.2.1.26.4.24
MAU-MIB dot3MauType1000BaseSXHD           node         1.3.6.1.2.1.26.4.25
MAU-MIB dot3MauType1000BaseSXFD           node         1.3.6.1.2.1.26.4.26
MAU-MIB dot3MauType1000BaseCXHD           node         1.3.6.1.2.1.26.4.27
MAU-MIB dot3MauType1000BaseCXFD           node         1.3.6.1.2.1.26.4.28
MAU-MIB dot3MauType1000BaseTHD            node         1.3.6.1.2.1.26.4.29
MAU-MIB dot3MauType1000BaseTFD            node         1.3.6.1.2.1.26.4.30
MAU-MIB dot3MauType10GigBaseX             node         1.3.6.1.2.1.26.4.31
MAU-MIB dot3MauType10GigBaseLX4           node         1.3.6.1.2.1.26.4.32
MAU-MIB dot3MauType10GigBaseR             node         1.3.6.1.2.1.26.4.33
MAU-MIB dot3MauType10GigBaseER            node         1.3.6.1.2.1.26.4.34
MAU-MIB dot3MauType10GigBaseLR            node         1.3.6.1.2.1.26.4.35
MAU-MIB dot3MauType10GigBaseSR            node         1.3.6.1.2.1.26.4.36
MAU-MIB dot3MauType10GigBaseW             node         1.3.6.1.2.1.26.4.37
MAU-MIB dot3MauType10GigBaseEW            node         1.3.6.1.2.1.26.4.38
MAU-MIB dot3MauType10GigBaseLW            node         1.3.6.1.2.1.26.4.39
MAU-MIB dot3MauType10GigBaseSW            node         1.3.6.1.2.1.26.4.40
MAU-MIB dot3IfMauAutoNegGroup             node         1.3.6.1.2.1.26.5
MAU-MIB ifMauAutoNegTable                 table        1.3.6.1.2.1.26.5.1
MAU-MIB ifMauAutoNegEntry                 row          1.3.6.1.2.1.26.5.1.1
MAU-MIB ifMauAutoNegAdminStatus           column       1.3.6.1.2.1.26.5.1.1.1
MAU-MIB ifMauAutoNegRemoteSignaling       column       1.3.6.1.2.1.26.5.1.1.2
MAU-MIB ifMauAutoNegConfig                column       1.3.6.1.2.1.26.5.1.1.4
MAU-MIB ifMauAutoNegCapability            column       1.3.6.1.2.1.26.5.1.1.5
MAU-MIB ifMauAutoNegCapAdvertised         column       1.3.6.1.2.1.26.5.1.1.6
MAU-MIB ifMauAutoNegCapReceived           column       1.3.6.1.2.1.26.5.1.1.7
MAU-MIB ifMauAutoNegRestart               column       1.3.6.1.2.1.26.5.1.1.8
MAU-MIB ifMauAutoNegCapabilityBits        column       1.3.6.1.2.1.26.5.1.1.9
MAU-MIB ifMauAutoNegCapAdvertisedBits     column       1.3.6.1.2.1.26.5.1.1.10
MAU-MIB ifMauAutoNegCapReceivedBits       column       1.3.6.1.2.1.26.5.1.1.11
MAU-MIB ifMauAutoNegRemoteFaultAdvertised column       1.3.6.1.2.1.26.5.1.1.12
MAU-MIB ifMauAutoNegRemoteFaultReceived   column       1.3.6.1.2.1.26.5.1.1.13
MAU-MIB mauMod                            node         1.3.6.1.2.1.26.6
MAU-MIB mauModConf                        node         1.3.6.1.2.1.26.6.1
MAU-MIB mauModCompls                      node         1.3.6.1.2.1.26.6.1.1
MAU-MIB mauModObjGrps                     node         1.3.6.1.2.1.26.6.1.2
MAU-MIB mauModNotGrps                     node         1.3.6.1.2.1.26.6.1.3
# BRIDGE-MIB list of identifiers (generated by smidump 0.4.5)

BRIDGE-MIB BridgeId                           type        
BRIDGE-MIB Timeout                            type        
BRIDGE-MIB dot1dBridge                        node         1.3.6.1.2.1.17
BRIDGE-MIB dot1dNotifications                 node         1.3.6.1.2.1.17.0
BRIDGE-MIB newRoot                            notification 1.3.6.1.2.1.17.0.1
BRIDGE-MIB topologyChange                     notification 1.3.6.1.2.1.17.0.2
BRIDGE-MIB dot1dBase                          node         1.3.6.1.2.1.17.1
BRIDGE-MIB dot1dBaseBridgeAddress             scalar       1.3.6.1.2.1.17.1.1
BRIDGE-MIB dot1dBaseNumPorts                  scalar       1.3.6.1.2.1.17.1.2
BRIDGE-MIB dot1dBaseType                      scalar       1.3.6.1.2.1.17.1.3
BRIDGE-MIB dot1dBasePortTable                 table        1.3.6.1.2.1.17.1.4
BRIDGE-MIB dot1dBasePortEntry                 row          1.3.6.1.2.1.17.1.4.1
BRIDGE-MIB dot1dBasePort                      column       1.3.6.1.2.1.17.1.4.1.1
BRIDGE-MIB dot1dBasePortIfIndex               column       1.3.6.1.2.1.17.1.4.1.2
BRIDGE-MIB dot1dBasePortCircuit               column       1.3.6.1.2.1.17.1.4.1.3
BRIDGE-MIB dot1dBasePortDelayExceededDiscards column       1.3.6.1.2.1.17.1.4.1.4
BRIDGE-MIB dot1dBasePortMtuExceededDiscards   column       1.3.6.1.2.1.17.1.4.1.5
BRIDGE-MIB dot1dStp                           node         1.3.6.1.2.1.17.2
BRIDGE-MIB dot1dStpProtocolSpecification      scalar       1.3.6.1.2.1.17.2.1
BRIDGE-MIB dot1dStpPriority                   scalar       1.3.6.1.2.1.17.2.2
BRIDGE-MIB dot1dStpTimeSinceTopologyChange    scalar       1.3.6.1.2.1.17.2.3
BRIDGE-MIB dot1dStpTopChanges                 scalar       1.3.6.1.2.1.17.2.4
BRIDGE-MIB dot1dStpDesignatedRoot             scalar       1.3.6.1.2.1.17.2.5
BRIDGE-MIB dot1dStpRootCost                   scalar       1.3.6.1.2.1.17.2.6
BRIDGE-MIB dot1dStpRootPort                   scalar       1.3.6.1.2.1.17.2.7
BRIDGE-MIB dot1dStpMaxAge                     scalar       1.3.6.1.2.1.17.2.8
BRIDGE-MIB dot1dStpHelloTime                  scalar       1.3.6.1.2.1.17.2.9
BRIDGE-MIB dot1dStpHoldTime                   scalar       1.3.6.1.2.1.17.2.10
BRIDGE-MIB dot1dStpForwardDelay               scalar       1.3.6.1.2.1.17.2.11
BRIDGE-MIB dot1dStpBridgeMaxAge               scalar       1.3.6.1.2.1.17.2.12
BRIDGE-MIB dot1dStpBridgeHelloTime            scalar       1.3.6.1.2.1.17.2.13
BRIDGE-MIB dot1dStpBridgeForwardDelay         scalar       1.3.6.1.2.1.17.2.14
BRIDGE-MIB dot1dStpPortTable                  table        1.3.6.1.2.1.17.2.15
BRIDGE-MIB dot1dStpPortEntry                  row          1.3.6.1.2.1.17.2.15.1
BRIDGE-MIB dot1dStpPort                       column       1.3.6.1.2.1.17.2.15.1.1
BRIDGE-MIB dot1dStpPortPriority               column       1.3.6.1.2.1.17.2.15.1.2
BRIDGE-MIB dot1dStpPortState                  column       1.3.6.1.2.1.17.2.15.1.3
BRIDGE-MIB dot1dStpPortEnable                 column       1.3.6.1.2.1.17.2.15.1.4
BRIDGE-MIB dot1dStpPortPathCost               column       1.3.6.1.2.1.17.2.15.1.5
BRIDGE-MIB dot1dStpPortDesignatedRoot         column       1.3.6.1.2.1.17.2.15.1.6
BRIDGE-MIB dot1dStpPortDesignatedCost         column       1.3.6.1.2.1.17.2.15.1.7
BRIDGE-MIB dot1dStpPortDesignatedBridge       column       1.3.6.1.2.1.17.2.15.1.8
BRIDGE-MIB dot1dStpPortDesignatedPort         column       1.3.6.1.2.1.17.2.15.1.9
BRIDGE-MIB dot1dStpPortForwardTransitions     column       1.3.6.1.2.1.17.2.15.1.10
BRIDGE-MIB dot1dStpPortPathCost32             column       1.3.6.1.2.1.17.2.15.1.11
BRIDGE-MIB dot1dSr                            node         1.3.6.1.2.1.17.3
BRIDGE-MIB dot1dTp                            node         1.3.6.1.2.1.17.4
BRIDGE-MIB dot1dTpLearnedEntryDiscards        scalar       1.3.6.1.2.1.17.4.1
BRIDGE-MIB dot1dTpAgingTime                   scalar       1.3.6.1.2.1.17.4.2
BRIDGE-MIB dot1dTpFdbTable                    table        1.3.6.1.2.1.17.4.3
BRIDGE-MIB dot1dTpFdbEntry                    row          1.3.6.1.2.1.17.4.3.1
BRIDGE-MIB dot1dTpFdbAddress                  column       1.3.6.1.2.1.17.4.3.1.1
BRIDGE-MIB dot1dTpFdbPort                     column       1.3.6.1.2.1.17.4.3.1.2
BRIDGE-MIB dot1dTpFdbStatus                   column       1.3.6.1.2.1.17.4.3.1.3
BRIDGE-MIB dot1dTpPortTable                   table        1.3.6.1.2.1.17.4.4
BRIDGE-MIB dot1dTpPortEntry                   row          1.3.6.1.2.1.17.4.4.1
BRIDGE-MIB dot1dTpPort                        column       1.3.6.1.2.1.17.4.4.1.1
BRIDGE-MIB dot1dTpPortMaxInfo                 column       1.3.6.1.2.1.17.4.4.1.2
BRIDGE-MIB dot1dTpPortInFrames                column       1.3.6.1.2.1.17.4.4.1.3
BRIDGE-MIB dot1dTpPortOutFrames               column       1.3.6.1.2.1.17.4.4.1.4
BRIDGE-MIB dot1dTpPortInDiscards              column       1.3.6.1.2.1.17.4.4.1.5
BRIDGE-MIB dot1dStatic                        node         1.3.6.1.2.1.17.5
BRIDGE-MIB dot1dStaticTable                   table        1.3.6.1.2.1.17.5.1
BRIDGE-MIB dot1dStaticEntry                   row          1.3.6.1.2.1.17.5.1.1
BRIDGE-MIB dot1dStaticAddress                 column       1.3.6.1.2.1.17.5.1.1.1
BRIDGE-MIB dot1dStaticReceivePort             column       1.3.6.1.2.1.17.5.1.1.2
BRIDGE-MIB dot1dStaticAllowedToGoTo           column       1.3.6.1.2.1.17.5.1.1.3
BRIDGE-MIB dot1dStaticStatus                  column       1.3.6.1.2.1.17.5.1.1.4
BRIDGE-MIB dot1dConformance                   node         1.3.6.1.2.1.17.8
BRIDGE-MIB dot1dGroups                        node         1.3.6.1.2.1.17.8.1
BRIDGE-MIB dot1dCompliances                   node         1.3.6.1.2.1.17.8.2
# Q-BRIDGE-MIB list of identifiers (generated by smidump 0.4.5)

Q-BRIDGE-MIB PortList                                 type        
Q-BRIDGE-MIB VlanIndex                                type        
Q-BRIDGE-MIB VlanId                                   type        
Q-BRIDGE-MIB VlanIdOrAny                              type        
Q-BRIDGE-MIB VlanIdOrNone                             type        
Q-BRIDGE-MIB VlanIdOrAnyOrNone                        type        
Q-BRIDGE-MIB qBridgeMIB                               node         1.3.6.1.2.1.17.7
Q-BRIDGE-MIB qBridgeMIBObjects                        node         1.3.6.1.2.1.17.7.1
Q-BRIDGE-MIB dot1qBase                                node         1.3.6.1.2.1.17.7.1.1
Q-BRIDGE-MIB dot1qVlanVersionNumber                   scalar       1.3.6.1.2.1.17.7.1.1.1
Q-BRIDGE-MIB dot1qMaxVlanId                           scalar       1.3.6.1.2.1.17.7.1.1.2
Q-BRIDGE-MIB dot1qMaxSupportedVlans                   scalar       1.3.6.1.2.1.17.7.1.1.3
Q-BRIDGE-MIB dot1qNumVlans                            scalar       1.3.6.1.2.1.17.7.1.1.4
Q-BRIDGE-MIB dot1qGvrpStatus                          scalar       1.3.6.1.2.1.17.7.1.1.5
Q-BRIDGE-MIB dot1qTp                                  node         1.3.6.1.2.1.17.7.1.2
Q-BRIDGE-MIB dot1qFdbTable                            table        1.3.6.1.2.1.17.7.1.2.1
Q-BRIDGE-MIB dot1qFdbEntry                            row          1.3.6.1.2.1.17.7.1.2.1.1
Q-BRIDGE-MIB dot1qFdbId                               column       1.3.6.1.2.1.17.7.1.2.1.1.1
Q-BRIDGE-MIB dot1qFdbDynamicCount                     column       1.3.6.1.2.1.17.7.1.2.1.1.2
Q-BRIDGE-MIB dot1qTpFdbTable                          table        1.3.6.1.2.1.17.7.1.2.2
Q-BRIDGE-MIB dot1qTpFdbEntry                          row          1.3.6.1.2.1.17.7.1.2.2.1
Q-BRIDGE-MIB dot1qTpFdbAddress                        column       1.3.6.1.2.1.17.7.1.2.2.1.1
Q-BRIDGE-MIB dot1qTpFdbPort                           column       1.3.6.1.2.1.17.7.1.2.2.1.2
Q-BRIDGE-MIB dot1qTpFdbStatus                         column       1.3.6.1.2.1.17.7.1.2.2.1.3
Q-BRIDGE-MIB dot1qTpGroupTable                        table        1.3.6.1.2.1.17.7.1.2.3
Q-BRIDGE-MIB dot1qTpGroupEntry                        row          1.3.6.1.2.1.17.7.1.2.3.1
Q-BRIDGE-MIB dot1qTpGroupAddress                      column       1.3.6.1.2.1.17.7.1.2.3.1.1
Q-BRIDGE-MIB dot1qTpGroupEgressPorts                  column       1.3.6.1.2.1.17.7.1.2.3.1.2
Q-BRIDGE-MIB dot1qTpGroupLearnt                       column       1.3.6.1.2.1.17.7.1.2.3.1.3
Q-BRIDGE-MIB dot1qForwardAllTable                     table        1.3.6.1.2.1.17.7.1.2.4
Q-BRIDGE-MIB dot1qForwardAllEntry                     row          1.3.6.1.2.1.17.7.1.2.4.1
Q-BRIDGE-MIB dot1qForwardAllPorts                     column       1.3.6.1.2.1.17.7.1.2.4.1.1
Q-BRIDGE-MIB dot1qForwardAllStaticPorts               column       1.3.6.1.2.1.17.7.1.2.4.1.2
Q-BRIDGE-MIB dot1qForwardAllForbiddenPorts            column       1.3.6.1.2.1.17.7.1.2.4.1.3
Q-BRIDGE-MIB dot1qForwardUnregisteredTable            table        1.3.6.1.2.1.17.7.1.2.5
Q-BRIDGE-MIB dot1qForwardUnregisteredEntry            row          1.3.6.1.2.1.17.7.1.2.5.1
Q-BRIDGE-MIB dot1qForwardUnregisteredPorts            column       1.3.6.1.2.1.17.7.1.2.5.1.1
Q-BRIDGE-MIB dot1qForwardUnregisteredStaticPorts      column       1.3.6.1.2.1.17.7.1.2.5.1.2
Q-BRIDGE-MIB dot1qForwardUnregisteredForbiddenPorts   column       1.3.6.1.2.1.17.7.1.2.5.1.3
Q-BRIDGE-MIB dot1qStatic                              node         1.3.6.1.2.1.17.7.1.3
Q-BRIDGE-MIB dot1qStaticUnicastTable                  table        1.3.6.1.2.1.17.7.1.3.1
Q-BRIDGE-MIB dot1qStaticUnicastEntry                  row          1.3.6.1.2.1.17.7.1.3.1.1
Q-BRIDGE-MIB dot1qStaticUnicastAddress                column       1.3.6.1.2.1.17.7.1.3.1.1.1
Q-BRIDGE-MIB dot1qStaticUnicastReceivePort            column       1.3.6.1.2.1.17.7.1.3.1.1.2
Q-BRIDGE-MIB dot1qStaticUnicastAllowedToGoTo          column       1.3.6.1.2.1.17.7.1.3.1.1.3
Q-BRIDGE-MIB dot1qStaticUnicastStatus                 column       1.3.6.1.2.1.17.7.1.3.1.1.4
Q-BRIDGE-MIB dot1qStaticMulticastTable                table        1.3.6.1.2.1.17.7.1.3.2
Q-BRIDGE-MIB dot1qStaticMulticastEntry                row          1.3.6.1.2.1.17.7.1.3.2.1
Q-BRIDGE-MIB dot1qStaticMulticastAddress              column       1.3.6.1.2.1.17.7.1.3.2.1.1
Q-BRIDGE-MIB dot1qStaticMulticastReceivePort          column       1.3.6.1.2.1.17.7.1.3.2.1.2
Q-BRIDGE-MIB dot1qStaticMulticastStaticEgressPorts    column       1.3.6.1.2.1.17.7.1.3.2.1.3
Q-BRIDGE-MIB dot1qStaticMulticastForbiddenEgressPorts column       1.3.6.1.2.1.17.7.1.3.2.1.4
Q-BRIDGE-MIB dot1qStaticMulticastStatus               column       1.3.6.1.2.1.17.7.1.3.2.1.5
Q-BRIDGE-MIB dot1qVlan                                node         1.3.6.1.2.1.17.7.1.4
Q-BRIDGE-MIB dot1qVlanNumDeletes                      scalar       1.3.6.1.2.1.17.7.1.4.1
Q-BRIDGE-MIB dot1qVlanCurrentTable                    table        1.3.6.1.2.1.17.7.1.4.2
